date,song,singer,streams,url_list,Company,Duration,Gender,Lang
2020-10-16--2020-10-23,Sour Candy (with BLACKPINK),Lady Gaga,32567.0,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u,Interscope Records,157,F,Eng
2020-10-16--2020-10-23,謝謝對不起,Angela Hui,32528.0,https://open.spotify.com/track/1szYB5fwpt5ZtbCDNcLHId,EEG Music,225,F,Can
2020-10-16--2020-10-23,帶走你的垃圾,Janice Vidal,32507.0,https://open.spotify.com/track/7l2D7EGTAhWvntaKuIF6f4,Warner Music Hong Kong Ltd.,263,F,Can
2020-10-16--2020-10-23,Intentions (feat. Quavo),Justin Bieber,32479.0,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,"Def Jam Recordings, a division of UMG Recordings, Inc.",212,M,Eng
2020-10-16--2020-10-23,大哥,Janice Vidal,32465.0,https://open.spotify.com/track/2fzOOTi4YDXENpUCr1fiaW,Amusic,235,F,Can
2020-10-16--2020-10-23,Head & Heart (feat. MNEK),Joel Corry,32410.0,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,Perfect Havoc Limited,166,M,Eng
2020-10-16--2020-10-23,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",32116.0,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,"Columbia Records, a Division of Sony Music Entertainment",171,G,Eng
2020-10-16--2020-10-23,孤獨,G.E.M.,31640.0,https://open.spotify.com/track/4blXmxKAgbQwMu3A6jVdEF,"0 G Nation Limited exclusively licensed to Beijing Starbright Technical Services Co., Ltd.",230,F,Man
2020-10-16--2020-10-23,Laugh Now Cry Later (feat. Lil Durk),Drake,31625.0,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,"OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.",261,M,Eng
2020-10-16--2020-10-23,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,31414.0,https://open.spotify.com/track/6iNH42q8haGYDYGhKK6XiJ,"Koyo Entertainment Co., Ltd.",237,F,Man
2020-10-16--2020-10-23,DDU-DU DDU-DU,BLACKPINK,30850.0,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw,"YG Entertainment, distributed through Interscope Records",209,G,Other
2020-10-16--2020-10-23,See You Next Time,AGA,30849.0,https://open.spotify.com/track/0y0l2x1hEwQ8d6Yzb9vpo9,Universal Music Ltd.,257,F,Can
2020-10-16--2020-10-23,Don't Start Now,Dua Lipa,30696.0,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,"Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited",183,F,Eng
2020-10-16--2020-10-23,單車,Eason Chan,30637.0,https://open.spotify.com/track/2AllsVsmrJkEwXPXwDBCQu,英皇娛樂 (Emperor Entertainment Group),211,M,Can
2020-10-16--2020-10-23,Boy With Luv (feat. Halsey),BTS,30397.0,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,BIGHIT MUSIC / HYBE,229,G,Other
2020-10-16--2020-10-23,說散就散,JC 陳詠桐,30060.0,https://open.spotify.com/track/35fpQiijFocukVyzHCjhCn,Amusic,230,F,Can
2020-10-16--2020-10-23,eight(Prod.&Feat. SUGA of BTS),IU,29889.0,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,"EDAM Entertainment,under license to Kakao Entertainment",167,F,Other
2020-10-16--2020-10-23,Before You Go,Lewis Capaldi,29847.0,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,Universal Music GmbH,215,M,Eng
2020-10-16--2020-10-23,感情這回事,Jason Chan,29812.0,https://open.spotify.com/track/6xKlHqbHnSjX9OzR6GjoF1,Sony Music Entertainment Hong Kong Limited,211,M,Can
2020-10-16--2020-10-23,2002,Anne-Marie,29599.0,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,"Major Tom's / Asylum Records, a division of Warner Music UK Limited with the exception of tracks 3 and 13 (P) 2015, track 17 (P) 2016 and tracks 2, 5, 9 (P) 2017 Major Tom's / Asylum Records, a division of Warner Music UK Limited and track 7 (P) 2018 Joytime Collective under exclusive licence to Asylum Records, a division of Warner Music UK Limited and track 18 (P)2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company",186,F,Eng
2020-10-16--2020-10-23,ROCKSTAR (feat. Roddy Ricch),DaBaby,29566.0,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,Interscope Records,181,M,Eng
2020-10-16--2020-10-23,十分錯,JUDE,29503.0,https://open.spotify.com/track/2bQnja5RV6tU7IAhwkaxpe,Warner Music Hong Kong Ltd.,218,F,Can
2020-10-16--2020-10-23,追,Leslie Cheung,29044.0,https://open.spotify.com/track/66cBlqEs1viJJCE74CDfGB,"Rock Records Co., Ltd.",323,M,Can
2020-10-16--2020-10-23,Make A Wish (Birthday Song),NCT U,28892.0,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia,SM Entertainment,229,G,Other
2020-10-16--2020-10-23,Circles,Post Malone,28756.0,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,"Republic Records, a division of UMG Recordings, Inc.",215,M,Eng
2020-10-16--2020-10-23,夜に駆ける,YOASOBI,28674.0,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,YOASOBI,261,G,Other
2020-10-16--2020-10-23,紅綠燈,Stephanie Cheng,28552.0,https://open.spotify.com/track/4gC2tQiPM301RiugLqvLBv,Neway Star Limited,237,F,Can
2020-10-16--2020-10-23,bad guy,Billie Eilish,28454.0,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,Darkroom/Interscope Records,194,F,Eng
2020-10-16--2020-10-23,長相廝守,ToNick,28432.0,https://open.spotify.com/track/44TjgDPUGUqU3ylA8tBkVf,3721 Productions,273,G,Can
2020-10-16--2020-10-23,別為我好,Angela Hui,28142.0,https://open.spotify.com/track/7mjD9lnV1pLw36tPcyPHF5,EEG Music,207,F,Can
2020-10-16--2020-10-23,Beautiful People (feat. Khalid),Ed Sheeran,27973.0,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Warner Music UK Limited.,197,M,Eng
2020-10-16--2020-10-23,As If It's Your Last,BLACKPINK,27849.0,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot,tertainment,213,G,Other
2020-10-16--2020-10-23,Rain On Me (with Ariana Grande),Lady Gaga,27836.0,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,Interscope Records,182,F,Eng
2020-10-16--2020-10-23,心之科學,Joey Yung,27570.0,https://open.spotify.com/track/1gVMd7oYGo6Whlgg7pAa7M,EEG Music,235,F,Can
2020-10-16--2020-10-23,兜圈 (偶像劇「必娶女人」片尾曲),Yoga Lin,27330.0,https://open.spotify.com/track/4ezCayon5X4bTBj6ztNlDH,HIM International Music,245,M,Man
2020-10-16--2020-10-23,Shape of You,Ed Sheeran,26967.0,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,"Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.",233,M,Eng
2020-10-16--2020-10-23,紅蓮華,LiSA,26943.0,https://open.spotify.com/track/0qMip0B2D4ePEjBJvAtYre,"9),2020(1,3-6,8,10-13) Sony Music Labels Inc. / 2018(7),2019(2) Sony Music Entertainment (Japan) Inc.",237,F,Other
2020-10-16--2020-10-23,"讓愛高飛 - 劇集 ""多功能老婆"" 片尾曲",Pakho Chau,26866.0,https://open.spotify.com/track/7nIxo0dE9d4FBwPYhmdQae,The Voice Entertainment Group Limited,220,M,Can
2020-10-16--2020-10-23,Better,ZAYN,26859.0,https://open.spotify.com/track/1dLXLETYiZohIZWnse4ypG,"RCA Records, a division of Sony Music Entertainment",174,M,Eng
2020-10-16--2020-10-23,If I Can't Have You,Shawn Mendes,26687.0,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,"Island Records, a division of UMG Recordings, Inc.",191,M,Eng
2020-10-16--2020-10-23,零分,JUDE,26659.0,https://open.spotify.com/track/1HsWdmLSDdDel2Dl6ctSO2,Warner Music Hong Kong Ltd.,254,F,Can
2020-10-16--2020-10-23,別為我好 (我未夠好版),"Angela Hui, Phil Lam",26593.0,https://open.spotify.com/track/64QzmIlqWatMTfUDuLp0wp,EEG Music,207,G,Eng
2020-10-16--2020-10-23,POPSTAR (feat. Drake),DJ Khaled,26585.0,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,OVO as licensed to We The Best/Epic Records,200,M,Eng
2020-10-16--2020-10-23,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,26488.0,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,Artist Partners for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company.,217,M,Eng
2020-10-16--2020-10-23,晴天,Jay Chou,26468.0,https://open.spotify.com/track/0F02KChKwbcQ3tk4q1YxLH,JVR Music International Ltd.,269,M,Man
2020-10-16--2020-10-23,你是你本身的傳奇,Charmaine Fong,26385.0,https://open.spotify.com/track/5uMkdWf1H6JEcpcdnPOSZM,Strawberry Fields Ltd.,228,F,Can
2020-10-16--2020-10-23,Midnight Sky,Miley Cyrus,26316.0,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,"RCA Records, a division of Sony Music Entertainment",223,F,Eng
2020-10-16--2020-10-23,So Called Love Song,AGA,26187.0,https://open.spotify.com/track/2uFETjfuRiyv5udYNhpAGh,Universal Music Ltd.,208,F,Can
2020-10-16--2020-10-23,cardigan,Taylor Swift,26103.0,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,239,F,Eng
2020-10-16--2020-10-23,無盡,Supper Moment,26037.0,https://open.spotify.com/track/6TNz79kvUVVQSM2EhZQVq8,,266,G,Can
2020-10-16--2020-10-23,美男子與香煙,Gin Lee,25949.0,https://open.spotify.com/track/28sJE8yhRUr1SSHR7utdnK,Universal Music Ltd.,268,F,Can
2020-10-16--2020-10-23,那些你很冒險的夢,JJ Lin,25872.0,https://open.spotify.com/track/5kZDxLcbqglZ2yYXg4Mkjc,WARNER MUSIC TAIWAN LIMITED,244,M,Man
2020-10-16--2020-10-23,突然好想你,Mayday,25426.0,https://open.spotify.com/track/0IAgufC1FlOg1nZMmRZxRr,Bin Music International Limited,265,G,Man
2020-10-16--2020-10-23,高山低谷,Phil Lam,25325.0,https://open.spotify.com/track/75ZEiExjqAGBFmjlFPZPLY,Sony Music Entertainment Hong Kong Ltd.,267,M,Can
2020-10-16--2020-10-23,劫後餘生,Pakho Chau,25196.0,https://open.spotify.com/track/4EdauvO1Nr1bLeijHoyHWv,The Voice Entertainment Group Limited,232,M,Can
2020-10-16--2020-10-23,百年樹木,Hins Cheung,25140.0,https://open.spotify.com/track/5ql4tlxS3GtADNsSRi2GnW,EEG Music,306,M,Can
2020-10-16--2020-10-23,後來的我們,Mayday,24970.0,https://open.spotify.com/track/13AruKdh8wJhWx6i5dV8X1,Bin Music International Limited,346,G,Man
2020-10-16--2020-10-23,如何忍眼淚,Sammi Cheng,24840.0,https://open.spotify.com/track/2DxCjDHRFrYbmB39qY44Yn,Media Asia Music Ltd.,229,F,Can
2020-10-16--2020-10-23,BOOMBAYAH - KR Ver.,BLACKPINK,24814.0,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt,TERTAINMENT Inc.,241,G,Other
2020-10-16--2020-10-23,戀無可戀,Leo Ku,24804.0,https://open.spotify.com/track/4zVevFBE0Ub4WaUS91f9g1,英皇娛樂 (Emperor Entertainment Group),255,M,Can
2020-10-16--2020-10-23,Say You Won't Let Go,James Arthur,24735.0,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Sony Music Entertainment Germany GmbH,211,M,Eng
2020-10-16--2020-10-23,I Don't Care (with Justin Bieber),Ed Sheeran,24596.0,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Warner Music UK Limited.,219,M,Eng
2020-10-16--2020-10-23,Children Song,Endy Chow,24462.0,https://open.spotify.com/track/5CamFNiR231zWyRQDDIRRr,WOW Music Ltd.,348,M,Can
2020-10-16--2020-10-23,粉碎糖果屋 (feat. Serrini),per se,24460.0,https://open.spotify.com/track/0EwBRXPsODlGonGQ67mFAb,Frenzi Music,280,G,Can
2020-10-16--2020-10-23,"相愛很難 - 電影""男人四十""歌曲","Jacky Cheung, Anita Mui",24398.0,https://open.spotify.com/track/6kZfjIUmJqQAosGKyOcOIk,What's Music International Incorporated,223,G,Can
2020-10-16--2020-10-23,Photograph,Ed Sheeran,24386.0,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,"Asylum Records UK, a Warner Music UK Company",258,M,Eng
2020-10-16--2020-10-23,終身美麗 (電影“瘦身男女”主題曲),Sammi Cheng,24310.0,https://open.spotify.com/track/3ctJQ3riTHFk5A5SMDr1F7,Warner Music Hong kong Ltd.,206,F,Can
2020-10-16--2020-10-23,想見你想見你想見你,831,24289.0,https://open.spotify.com/track/5xXNCyjLt7CQiFzgUYN9US,"Rock Records Co., Ltd.",239,G,Man
2020-10-16--2020-10-23,再不再見,C AllStar,24204.0,https://open.spotify.com/track/1kcNUj4udKEFesxdclbh8n,Media Asia Music Ltd.,255,G,Can
2020-10-16--2020-10-23,約定,Faye Wong,24103.0,https://open.spotify.com/track/7j3QVBjUqWBwxzOZ6Chybp,Cinepoly Records Co. Ltd.,266,F,Man
2020-10-16--2020-10-23,Go Crazy,"Chris Brown, Young Thug",24101.0,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,"Chris Brown Entertainment, LLC, under exclusive license to RCA Records",176,G,Eng
2020-10-16--2020-10-23,Breaking Me,"Topic, A7S",24052.0,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,"Topic, under exclusive license to Universal Music GmbH",166,G,Eng
2020-10-16--2020-10-23,If the World Was Ending (feat. Julia Michaels),JP Saxe,24020.0,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,"Arista Records, a division of Sony Music Entertainment",208,M,Eng
2020-10-16--2020-10-23,面具,Alfred Hui,23992.0,https://open.spotify.com/track/58SUsgamkW6vFFq0YNKGrf,,291,M,Can
2020-10-16--2020-10-23,LA DI DA,EVERGLOW,23969.0,https://open.spotify.com/track/60M8FSYZP8MA0Wy2huOADL,YUEHUA ENTERTAINMENT KOREA,210,G,Other
2020-10-16--2020-10-23,永遠飛行模式,Dear Jane,23847.0,https://open.spotify.com/track/62Fq89muy8ASOH0IQJvb3T,Warner Music Hong Kong Ltd.,240,G,Can
2020-10-16--2020-10-23,相依為命,Jordan Chan,23806.0,https://open.spotify.com/track/4iWvmSCZ0vw3darzWc1qkX,Sony BMG Music Entertainment (Hong Kong) Ltd.,235,M,Can
2020-10-16--2020-10-23,Without You,高爾宣 OSN,23800.0,https://open.spotify.com/track/0KWnRv3wxjltYVB3MqjNd2,SKR Co. Ltd.,175,M,Man
2020-10-16--2020-10-23,慢慢喜歡你,Karen Mok,23607.0,https://open.spotify.com/track/7EoyERNueJuFlQbyrRB0US,Mok-A-Bye Baby Music Limited,221,F,Can
2020-10-16--2020-10-23,Closer,"The Chainsmokers, Halsey",23459.0,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Disruptor Records/Columbia Records,244,G,Eng
2020-10-16--2020-10-23,春夏秋冬 A Balloon's Journey,Leslie Cheung,23407.0,https://open.spotify.com/track/4VWE88XtRQXmOH0JPzwN5T,Universal Music Ltd.,252,M,Can
2020-10-16--2020-10-23,必殺技,Leo Ku,23355.0,https://open.spotify.com/track/3PrIhODothki0YvYW3qCOT,"Gold Typhoon Entertainment HK release, A Warner Music Group Company, ℗2003 Warner Music HK Ltd.",232,M,Can
2020-10-16--2020-10-23,死性不改,Twins,23223.0,https://open.spotify.com/track/7aMEBZUCJFyV4VM60yEHtC,,230,G,Can
2020-10-16--2020-10-23,Mojito,Jay Chou,23220.0,https://open.spotify.com/track/7BYMjh3vWnHU4IFyfZdIDO,JVR Music International Ltd,185,M,Man
2020-10-16--2020-10-23,以後別做朋友,Eric Chou,23182.0,https://open.spotify.com/track/7zyYmIdjqqiX6kLryb7QBx,Sony Music Entertainment Taiwan Ltd,260,M,Can
2020-10-16--2020-10-23,逃生門 (feat. 王灝兒) - 門外版,"Endy Chow, JW",23148.0,https://open.spotify.com/track/2WMOgfhslraKnEEbXSL5JJ,WOW Music Ltd. / Sunny Idea HK Ltd.,269,G,Can
2020-10-16--2020-10-23,SOLO,JENNIE,23141.0,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,"YG Entertainment, distributed through Interscope Records",169,F,Other
2020-10-16--2020-10-23,Come & Go (with Marshmello),Juice WRLD,23092.0,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,"Grade A Productions, LLC, under exclusive license to Interscope Records",205,M,Eng
2020-10-16--2020-10-23,Wonderful U,AGA,23076.0,https://open.spotify.com/track/2eSNpIOFoi1Q8wxw6CycXJ,Universal Music Ltd.,248,F,Can
2020-10-16--2020-10-23,等你下課,"Jay Chou, Gary Yang",23024.0,https://open.spotify.com/track/76WthWB0v0KXUHZoAclMVV,JVR Music International Ltd.,270,G,Man
2020-10-16--2020-10-23,"很久以後 - 電影《可不可以,你也剛好喜歡我》主題曲",G.E.M.,22790.0,https://open.spotify.com/track/6lZKB76djHxzO0p2Y3E8vj,"9 G Nation Limited exclusively licensed to Beijing Starbright Technical Services Co., Ltd.",290,F,Man
2020-10-16--2020-10-23,"小謊言 - 劇集 ""那些我愛過的人” 主題曲",Shiga Lin,22772.0,https://open.spotify.com/track/0tVoBLKi55ICRM55taBdNP,The Voice Entertainment Group Limited,231,F,Can
2020-10-16--2020-10-23,I'm Yours,Jason Mraz,22771.0,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved.,242,M,Eng
2020-10-16--2020-10-23,耿耿於懷,Juno Mak,22684.0,https://open.spotify.com/track/027DJzimsjm1M1hflEWLnv,,220,M,Can
2020-10-16--2020-10-23,陀飛輪,Eason Chan,22680.0,https://open.spotify.com/track/0pmGleExiQyd0HxV5kAOwK,Cinepoly Records Co. Ltd.,278,M,Can
2020-10-16--2020-10-23,WHISTLE - KR Ver.,BLACKPINK,22621.0,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c,TERTAINMENT Inc.,212,G,Other
2020-10-16--2020-10-23,她說,JJ Lin,22615.0,https://open.spotify.com/track/632VyMrvhsHIsO4zq9khts,Ocean Butterflies,318,M,Man
2020-10-16--2020-10-23,Your Man,Joji,22402.0,https://open.spotify.com/track/6Vgtvd7I5yopJdBuxqjBd2,88rising Records/Warner Records Inc.,163,M,Eng
2020-10-16--2020-10-23,7 rings,Ariana Grande,22382.0,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,"Republic Records, a division of UMG Recordings, Inc.",178,F,Eng
2020-10-16--2020-10-23,拼命無恙 in Bb major,Terence Lam,22326.0,https://open.spotify.com/track/24tzRRz8r26gOmQB8PEZwv,Terence Lam Production & Co.,241,M,Can
2020-10-16--2020-10-23,13樓的大笨象,Stephanie Cheng,22325.0,https://open.spotify.com/track/1Cn2n7LpjpiElg6IyKB9id,Starz Track Limited,293,F,Can
2020-10-16--2020-10-23,death bed (coffee for your head),"Powfu, beabadoobee",22175.0,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,Columbia Records [Robots and Humans].,173,G,Eng
2020-10-16--2020-10-23,思覺失調,Wilfred Lau,22074.0,https://open.spotify.com/track/3H9gYJcdtqeUiM8WX8YrZz,Go East Entertainment Company Ltd.,205,M,Can
2020-10-16--2020-10-23,傳聞,Pakho Chau,22055.0,https://open.spotify.com/track/0nJx06quWzRoqStpsyv4fe,Warner Music Hong Kong Ltd.,247,M,Can
2020-10-16--2020-10-23,目黑 - 合唱版,"Endy Chow, Fiona Sit",21966.0,https://open.spotify.com/track/05N5PhoJCpHIxzyGYiqthJ,Warner Music Hong Kong Ltd.,196,G,Can
2020-10-16--2020-10-23,光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,21893.0,https://open.spotify.com/track/1bkvGbgK4HU8B7Ue4k7O7I,Hummingbird Music Ltd.,235,F,Man
2020-10-16--2020-10-23,演員,Joker Xue,21778.0,https://open.spotify.com/track/6LunoYd3xpZ19sICOXS8Xd,北京海蝶音乐有限公司,261,M,Man
2020-10-09--2020-10-16,Lovesick Girls,BLACKPINK,175682.0,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,"YG Entertainment, distributed through Interscope Records",194,G,Other
2020-10-09--2020-10-16,Dynamite,BTS,113984.0,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,BIGHIT MUSIC / HYBE,199,G,Other
2020-10-09--2020-10-16,How You Like That,BLACKPINK,108373.0,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,"YG Entertainment, distributed through Interscope Records",182,G,Other
2020-10-09--2020-10-16,Ice Cream (with Selena Gomez),BLACKPINK,106772.0,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,"YG Entertainment, distributed through Interscope Records",177,G,Other
2020-10-09--2020-10-16,一人之境 in C major,Terence Lam,91083.0,https://open.spotify.com/track/32QnXosZq7A11knnBAEqk7,Terence Lam Production & Co.,195,M,Can
2020-10-09--2020-10-16,Bet You Wanna (feat. Cardi B),BLACKPINK,90907.0,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe,"YG Entertainment, distributed through Interscope Records",161,G,Other
2020-10-09--2020-10-16,Pretty Savage,BLACKPINK,84413.0,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,"YG Entertainment, distributed through Interscope Records",201,G,Other
2020-10-09--2020-10-16,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,83607.0,https://open.spotify.com/track/3OC84eKMxRJ4x0Hcwl9i4i,Team Ear Music,320,M,Can
2020-10-09--2020-10-16,銀河修理員,Dear Jane,83269.0,https://open.spotify.com/track/7zph1Irpw39AuLNCPe5JIc,Warner Music Hong Kong Ltd.,232,G,Can
2020-10-09--2020-10-16,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,80647.0,https://open.spotify.com/track/69zgyr5HVKdInjeKpq1qHa,"Rock Records Co., Ltd.",239,G,Man
2020-10-09--2020-10-16,隔離 - Studio Live Duet,"Jace Chan, Terence Lam",77896.0,https://open.spotify.com/track/4xL01OuFjqizPDclF8gDpl,Universal Music Ltd.,248,G,Can
2020-10-09--2020-10-16,Holy (feat. Chance The Rapper),Justin Bieber,76610.0,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,The Island Def Jam Music Group,212,M,Eng
2020-10-09--2020-10-16,呼吸有害,Karen Mok,74419.0,https://open.spotify.com/track/4t53NE3uBLkTwW9rUgiHC8,Mok-A-Bye Baby Music Limited,192,F,Can
2020-10-09--2020-10-16,Wonder,Shawn Mendes,74339.0,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,"Island Records, a division of UMG Recordings, Inc.",172,M,Eng
2020-10-09--2020-10-16,隔離,Jace Chan,68282.0,https://open.spotify.com/track/7egdaSVtPnuW7YG821w7jz,Universal Music Ltd.,271,F,Can
2020-10-09--2020-10-16,哀的美敦書,Dear Jane,67854.0,https://open.spotify.com/track/2BfKavPHWOj80JnskZIJGu,Warner Music Hong Kong Ltd.,269,G,Can
2020-10-09--2020-10-16,Mood (feat. iann dior),24kGoldn,64269.0,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,"Records Label, LLC / Columbia",140,G,Eng
2020-10-09--2020-10-16,Crazy Over You,BLACKPINK,58421.0,https://open.spotify.com/track/7qq0EOPW4RRlqdvMBmdd73,"YG Entertainment, distributed through Interscope Records",163,G,Other
2020-10-09--2020-10-16,Love To Hate Me,BLACKPINK,58091.0,https://open.spotify.com/track/7iKDsPfLT0d5mu2htfMKBZ,"YG Entertainment, distributed through Interscope Records",171,G,Other
2020-10-09--2020-10-16,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,58052.0,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,Internet Money Records / TenThousand Projects,195,G,Eng
2020-10-09--2020-10-16,你瞞我瞞,Jason Chan,56510.0,https://open.spotify.com/track/1eId3TVzGrwv73YAWAVQMX,Sony Music Entertainment Hong Kong Ltd.,237,M,Can
2020-10-09--2020-10-16,You Never Know,BLACKPINK,56342.0,https://open.spotify.com/track/39kzWAiVPpycdMpr745oPj,"YG Entertainment, distributed through Interscope Records",231,G,Other
2020-10-09--2020-10-16,假使世界原來不像你預期,Charmaine Fong,55745.0,https://open.spotify.com/track/53HxUdYRCRMdzYPG0qhGUP,Strawberry Fields Ltd.,267,F,Can
2020-10-09--2020-10-16,Memories,Maroon 5,55115.0,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,Interscope Records (222 Records),189,G,Eng
2020-10-09--2020-10-16,我該放手,JC 陳詠桐,54600.0,https://open.spotify.com/track/1ldMLpWMFcD28gbd9TICkv,Amusic,284,F,Can
2020-10-09--2020-10-16,Señorita,"Shawn Mendes, Camila Cabello",53995.0,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,"Island Records, a division of UMG Recordings, Inc.",190,G,Eng
2020-10-09--2020-10-16,Someone You Loved,Lewis Capaldi,52042.0,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,Universal Music GmbH,182,M,Eng
2020-10-09--2020-10-16,春秋,Hins Cheung,50897.0,https://open.spotify.com/track/2WVbMoHdWCspdiEa7OnG1D,Universal Music Ltd.,259,M,Can
2020-10-09--2020-10-16,WAP (feat. Megan Thee Stallion),Cardi B,50458.0,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,Atlantic Recording Corporation,187,F,Eng
2020-10-09--2020-10-16,我在切爾諾貝爾 等你,Juno Mak,50405.0,https://open.spotify.com/track/5K7bR8yBVFUDZiQp97a88g,l of Dawn Company Ltd. & 幻國文化娛樂有限公司 imagine.nation entertainment limited,356,M,Can
2020-10-09--2020-10-16,you broke me first,Tate McRae,49967.0,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,"RCA Records, a division of Sony Music Entertainment",169,F,Eng
2020-10-09--2020-10-16,囍帖街,Kay Tse,49560.0,https://open.spotify.com/track/3hU9nGBhYJQwvF8BJ4PUcE,Cinepoly Records Co. Ltd.,211,F,Can
2020-10-09--2020-10-16,地球上最浪漫的一首歌,Alien Huang,49427.0,https://open.spotify.com/track/5V3eOL0Zyb3OqhwOmFRvyO,"Rock Records Co., Ltd.",281,M,Man
2020-10-09--2020-10-16,下一位前度,Terence Lam,48467.0,https://open.spotify.com/track/0Q3jOuEpx8Esi2qZMQSghl,Terence Lam Production & Co.,275,M,Can
2020-10-09--2020-10-16,"甘心替代你 - 劇集 ""反黑路人甲"" 插曲",Vincent Wong,48052.0,https://open.spotify.com/track/5j0quHvmryPbTYfDFJyE29,The Voice Entertainment Group Limited,218,M,Can
2020-10-09--2020-10-16,2084,Dear Jane,48038.0,https://open.spotify.com/track/6pJT4f6S8GPQ7hWCDvygrN,Warner Music Hong Kong Ltd.,316,G,Can
2020-10-09--2020-10-16,What You Know Bout Love,Pop Smoke,45535.0,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,"Republic Records, a division of UMG Recordings, Inc. & Victor Victor Worldwide",160,M,Eng
2020-10-09--2020-10-16,心淡,Joey Yung,44608.0,https://open.spotify.com/track/0Eum5dQqpUDgwJiUucG3QU,英皇娛樂 (Emperor Entertainment Group),248,F,Can
