date,song,singer,streams,url_list,Company,Duration,Gender,Lang
2020-12-25--2021-01-01,Rockin' Around The Christmas Tree,Brenda Lee,60258.0,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,"UMG Recordings, Inc.",126,F,Eng
2020-12-25--2021-01-01,哀的美敦書,Dear Jane,60227.0,https://open.spotify.com/track/2mh20y35EhzqMy6su3sJJA,Warner Music Hong Kong Ltd.,269,G,Can
2020-12-25--2021-01-01,It's Beginning to Look a Lot like Christmas,Michael Bublé,60001.0,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI,Reprise Records,206,M,Eng
2020-12-25--2021-01-01,Underneath the Tree,Kelly Clarkson,59895.0,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5,"RCA Records, a division of Sony Music Entertainment",229,F,Eng
2020-12-25--2021-01-01,Life Goes On,BTS,59831.0,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD,BIGHIT MUSIC / HYBE,207,G,Other
2020-12-25--2021-01-01,Therefore I Am,Billie Eilish,58495.0,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,Darkroom/Interscope Records,174,F,Eng
2020-12-25--2021-01-01,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,58027.0,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1,"Island Records, a division of UMG Recordings, Inc.",178,M,Eng
2020-12-25--2021-01-01,飞鸟和蝉,Ren Ran,57925.0,https://open.spotify.com/track/3IveWAHTMxZA4KYBPnylq5,千和世纪,296,F,Man
2020-12-25--2021-01-01,Mistletoe,Justin Bieber,55605.0,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA,The Island Def Jam Music Group,182,M,Eng
2020-12-25--2021-01-01,Memories,Maroon 5,53814.0,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,Interscope Records (222 Records),189,G,Eng
2020-12-25--2021-01-01,It's the Most Wonderful Time of the Year,Andy Williams,53114.0,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A,(P) SONY BMG MUSIC ENTERTAINMENT,151,M,Eng
2020-12-25--2021-01-01,春秋,Hins Cheung,52406.0,https://open.spotify.com/track/2WVbMoHdWCspdiEa7OnG1D,Universal Music Ltd.,259,M,Can
2020-12-25--2021-01-01,2084,Dear Jane,51631.0,https://open.spotify.com/track/6pJT4f6S8GPQ7hWCDvygrN,Warner Music Hong Kong Ltd.,316,G,Can
2020-12-25--2021-01-01,囍帖街,Kay Tse,51317.0,https://open.spotify.com/track/3hU9nGBhYJQwvF8BJ4PUcE,Cinepoly Records Co. Ltd.,211,F,Can
2020-12-25--2021-01-01,時間的初衷 (電影《一秒拳王》主題曲),"Endy Chow, ToNick",50695.0,https://open.spotify.com/track/1ubjsQj2DEqPMqC5CCwMEw,mm2 Studios Hong Kong Limited,327,G,Can
2020-12-25--2021-01-01,Someone You Loved,Lewis Capaldi,50672.0,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,Universal Music GmbH,182,M,Eng
2020-12-25--2021-01-01,Señorita,"Shawn Mendes, Camila Cabello",49716.0,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,"Island Records, a division of UMG Recordings, Inc.",190,G,Eng
2020-12-25--2021-01-01,假使世界原來不像你預期,Charmaine Fong,49556.0,https://open.spotify.com/track/53HxUdYRCRMdzYPG0qhGUP,Strawberry Fields Ltd.,267,F,Can
2020-12-25--2021-01-01,紅蓮華,LiSA,47883.0,https://open.spotify.com/track/0qMip0B2D4ePEjBJvAtYre,"9),2020(1,3-6,8,10-13) Sony Music Labels Inc. / 2018(7),2019(2) Sony Music Entertainment (Japan) Inc.",237,F,Other
2020-12-25--2021-01-01,Levitating (feat. DaBaby),Dua Lipa,47637.0,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,"Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited",203,F,Eng
2020-12-25--2021-01-01,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,47239.0,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg,"Capitol Records, LLC",117,M,Eng
2020-12-25--2021-01-01,你瞞我瞞,Jason Chan,46902.0,https://open.spotify.com/track/1eId3TVzGrwv73YAWAVQMX,Sony Music Entertainment Hong Kong Ltd.,237,M,Can
2020-12-25--2021-01-01,說好不哭,"Jay Chou, Ashin Chen",46714.0,https://open.spotify.com/track/56wVfJKtnwlSZtC4NVgIrf,JVR Music International Ltd.,222,G,Man
2020-12-25--2021-01-01,Holly Jolly Christmas,Michael Bublé,46114.0,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE,Reprise Records,119,M,Eng
2020-12-25--2021-01-01,Lonely (with benny blanco),Justin Bieber,46068.0,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,Friends Keep Secrets/Def Jam Recordings/Interscope Records,149,M,Eng
2020-12-25--2021-01-01,CRY FOR ME,TWICE,45734.0,https://open.spotify.com/track/0PoAZ7SLFpqpYR9LSCYAo8,JYP Entertainment,204,G,Other
2020-12-25--2021-01-01,我該放手,JC 陳詠桐,44987.0,https://open.spotify.com/track/1ldMLpWMFcD28gbd9TICkv,Amusic,284,F,Can
2020-12-25--2021-01-01,櫻花樹下,Hins Cheung,44361.0,https://open.spotify.com/track/2FgDWCqMCIAATvqr9ozeYm,Universal Music Ltd.,249,M,Can
2020-12-25--2021-01-01,Mood (feat. iann dior),24kGoldn,43292.0,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,"Records Label, LLC / Columbia",140,G,Eng
2020-12-25--2021-01-01,Blinding Lights,The Weeknd,43127.0,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,"The Weeknd XO, Inc., marketed by Republic Records, a division of UMG Recordings, Inc.",200,M,Eng
2020-12-25--2021-01-01,Sleigh Ride,The Ronettes,42961.0,https://open.spotify.com/track/7fUYUcWy853HS8YJn0b3Sr,Sony Music Entertainment,181,G,Eng
2020-12-25--2021-01-01,My Only One,Ronald Cheng,41753.0,https://open.spotify.com/track/2KgNvVqitMretS9ZtdGPpI,Gabia Company Ltd.,201,M,Can
2020-12-25--2021-01-01,I CAN'T STOP ME,TWICE,40940.0,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH,JYP Entertainment,205,G,Other
2020-12-25--2021-01-01,Ice Cream (with Selena Gomez),BLACKPINK,40838.0,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,"YG Entertainment, distributed through Interscope Records",177,G,Other
2020-12-25--2021-01-01,Pretty Savage,BLACKPINK,40101.0,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,"YG Entertainment, distributed through Interscope Records",201,G,Other
2020-12-25--2021-01-01,致明日的舞,Eason Chan,39206.0,https://open.spotify.com/track/4K4giRULEibP61XuMsJJRd,Eas Music Ltd,210,M,Can
2020-12-25--2021-01-01,哪裡只得我共你,Dear Jane,39085.0,https://open.spotify.com/track/6oHNXUrt4s5JJIM1WoOwsZ,Warner Music Hong Kong Ltd.,270,G,Can
2020-12-25--2021-01-01,Feliz Navidad,José Feliciano,38967.0,https://open.spotify.com/track/3qCeq0rWK67SoBDgFd2sId,BMG NEW ZEALAND LTD,182,M,Other
2020-12-25--2021-01-01,HOLIDAY,Lil Nas X,38257.0,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli,"Columbia Records, a Division of Sony Music Entertainment",154,M,Eng
2020-12-25--2021-01-01,夜に駆ける,YOASOBI,38018.0,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,YOASOBI,261,G,Other
2020-12-25--2021-01-01,未來見,RubberBand,38006.0,https://open.spotify.com/track/5OPqZ5dEqrdPGatJgnZ8xG,R Flat,300,G,Can
2020-12-25--2021-01-01,明年今日,Eason Chan,36741.0,https://open.spotify.com/track/4UD5xrQI4nKftCje1y5Te9,英皇娛樂 (Emperor Entertainment Group),206,M,Can
2020-12-25--2021-01-01,只是太愛你,Hins Cheung,36160.0,https://open.spotify.com/track/0hEFpdoj2feFvKNs13MSwa,Universal Music Ltd.,248,M,Can
2020-12-25--2021-01-01,WITHOUT YOU,The Kid LAROI,36079.0,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,"Columbia Records, a Division of Sony Music Entertainment",161,M,Eng
2020-12-25--2021-01-01,正式開始,陳卓賢 Ian,35998.0,https://open.spotify.com/track/1jVw3apCOogFU1mOquNIhC,Music Nation Records Co. Ltd.,208,M,Can
2020-12-25--2021-01-01,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",Eric Chou,35880.0,https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS,Sony Music Entertainment Taiwan Ltd.,287,M,Can
2020-12-25--2021-01-01,Snowman,Sia,35159.0,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq," 2017 Monkey Puzzle Music, Inc., under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the world excluding the United States.",165,F,Eng
2020-12-25--2021-01-01,可惜我是水瓶座,Miriam Yeung,34850.0,https://open.spotify.com/track/1sWUT5hSawhEctQEQrVQdn,Cinepoly Records Co. Ltd.,215,F,Can
2020-12-25--2021-01-01,怎麼了,Eric Chou,34784.0,https://open.spotify.com/track/5cU1O9P0EDA0rPkPDykhIm,"Sony Music Entertainment Taiwan Ltd. Tracks 1, 3, 5, 6, 9 (P) 2019 M.Star Entertainment. Tracks 2 ,4, 7, 8",321,M,Can
2020-12-25--2021-01-01,富士山下,Eason Chan,34728.0,https://open.spotify.com/track/3cthRwQ2X0SNTaauD7tjn5,Cinepoly Records Co. Ltd.,259,M,Can
2020-12-25--2021-01-01,Do They Know It's Christmas? - 1984 Version,Band Aid,34139.0,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf,Band Aid Trust,222,G,Eng
2020-12-25--2021-01-01,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,33559.0,https://open.spotify.com/track/1SV1fxF65n9NhRHp3KlBuu,MPL Communications Inc/Ltd,227,M,Eng
2020-12-25--2021-01-01,心淡,Joey Yung,33393.0,https://open.spotify.com/track/0Eum5dQqpUDgwJiUucG3QU,英皇娛樂 (Emperor Entertainment Group),248,F,Can
2020-12-25--2021-01-01,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,33232.0,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts,"Columbia Records, a division of Sony Music Entertainment",155,M,Eng
2020-12-25--2021-01-01,告白氣球,Jay Chou,33076.0,https://open.spotify.com/track/1ivCIgrYZyE0BvItL4Z8lk,JVR Music International Ltd.,215,M,Man
2020-12-25--2021-01-01,無賴,Ronald Cheng,33002.0,https://open.spotify.com/track/1zAFaIAd1kek5IEi5AwPvL,"Gold Typhoon Hong Kong, a Warner Music Group company",243,M,Can
2020-12-25--2021-01-01,Holy (feat. Chance The Rapper),Justin Bieber,32870.0,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,The Island Def Jam Music Group,212,M,Eng
2020-12-25--2021-01-01,我們都是這樣長大的,Sammi Cheng,32837.0,https://open.spotify.com/track/37gQxPrcu81gpr5SbOlIJO,Media Asia Music Ltd.,283,F,Can
2020-12-25--2021-01-01,拼命無恙 in Bb major,Terence Lam,32806.0,https://open.spotify.com/track/24tzRRz8r26gOmQB8PEZwv,Terence Lam Production & Co.,241,M,Can
2020-12-25--2021-01-01,歲月如歌,Eason Chan,32794.0,https://open.spotify.com/track/209lkexhDOdjGJMv9iw3rJ,,207,M,Can
2020-12-25--2021-01-01,Perfect,Ed Sheeran,32733.0,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,"Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.",263,M,Eng
2020-12-25--2021-01-01,Shallow,"Lady Gaga, Bradley Cooper",32553.0,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,"Interscope Records, Motion Picture Artwork © 2018 Warner Bros. Entertainment Inc. Motion Picture Photography © 2018 Warner Bros. Entertainment Inc. and Metro-Goldwyn-Mayer Inc.,",215,G,Eng
2020-12-25--2021-01-01,Dance Monkey,Tones And I,31888.0,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,Bad Batch Records,209,F,Eng
2020-12-25--2021-01-01,At My Worst,Pink Sweat$,31817.0,https://open.spotify.com/track/2tI4WyzqOOwC23S5m0kqcB,Atlantic Recording Corporation,170,M,Eng
2020-12-25--2021-01-01,you broke me first,Tate McRae,31252.0,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,"RCA Records, a division of Sony Music Entertainment",169,F,Eng
2020-12-25--2021-01-01,Prisoner (feat. Dua Lipa),Miley Cyrus,30915.0,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B,"RCA Records, a division of Sony Music Entertainment",169,F,Eng
2020-12-25--2021-01-01,Wonder,Shawn Mendes,30792.0,https://open.spotify.com/track/6ZuahEctZD6w75peme58hm,"Island Records, a division of UMG Recordings, Inc.",172,M,Eng
2020-12-25--2021-01-01,命硬,Justin Lo,30223.0,https://open.spotify.com/track/331aol4yMUVA93MsVBZV9R,"Gold Typhoon Hong Kong, a Warner Music Group company",217,M,Can
2020-12-25--2021-01-01,Panorama,IZ*ONE,29776.0,https://open.spotify.com/track/0CnpSTdL9l5vQM4YnzXtyo,"OFF THE RECORD Entertainment, SWING Entertainment under licence to Genie Music Corporation, Stone Music Entertainment",222,G,Other
2020-12-25--2021-01-01,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,29631.0,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,Internet Money Records / TenThousand Projects,195,G,Eng
2020-12-25--2021-01-01,Be Kind (with Halsey),Marshmello,29542.0,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,"Joytime Collective, under exclusive license to UMG Recordings, Inc.",172,G,Eng
2020-12-25--2021-01-01,單車,Eason Chan,29420.0,https://open.spotify.com/track/2AllsVsmrJkEwXPXwDBCQu,英皇娛樂 (Emperor Entertainment Group),211,M,Can
2020-12-25--2021-01-01,Stuck with U (with Justin Bieber),Ariana Grande,29366.0,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,"Silent Records Ventures, LLC, Def Jam Recordings, a division of UMG Recordings, Inc., and Republic Records, a division of UMG Recordings, Inc.",228,F,Eng
2020-12-25--2021-01-01,Black Mamba,aespa,29166.0,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51,SM Entertainment,174,G,Other
2020-12-25--2021-01-01,bad guy,Billie Eilish,28999.0,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,Darkroom/Interscope Records,194,F,Eng
2020-12-25--2021-01-01,Don't Start Now,Dua Lipa,28961.0,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,"Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited",183,F,Eng
2020-12-25--2021-01-01,Something Just Like This,"The Chainsmokers, Coldplay",28787.0,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,Disruptor Records/Columbia Records,247,G,Eng
2020-12-25--2021-01-01,"10,000 Hours (with Justin Bieber)",Dan + Shay,27797.0,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,Warner Music Nashville LLC.,167,G,Eng
2020-12-25--2021-01-01,The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,27635.0,https://open.spotify.com/track/66VenHDtrQAw7FCjyF2J56,"Island Records, a division of UMG Recordings, Inc.",196,M,Eng
2020-12-25--2021-01-01,Kill This Love,BLACKPINK,27524.0,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,"YG Entertainment, distributed through Interscope Records",189,G,Other
2020-12-25--2021-01-01,What You Know Bout Love,Pop Smoke,27423.0,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,"Republic Records, a division of UMG Recordings, Inc. & Victor Victor Worldwide",160,M,Eng
2020-12-25--2021-01-01,Intentions (feat. Quavo),Justin Bieber,27362.0,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,"Def Jam Recordings, a division of UMG Recordings, Inc.",212,M,Eng
2020-12-25--2021-01-01,Circles,Post Malone,27122.0,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,"Republic Records, a division of UMG Recordings, Inc.",215,M,Eng
2020-12-25--2021-01-01,幸福門,Gin Lee,27054.0,https://open.spotify.com/track/2P8AawCe1dCQqMflE7FnlW,Universal Music Ltd.,250,F,Can
2020-12-25--2021-01-01,不許你注定一人,Dear Jane,26996.0,https://open.spotify.com/track/0B2fMb8KALZeoFbRv7m3iE,Warner Music Hong Kong Ltd,303,G,Can
2020-12-25--2021-01-01,十分錯 (with MC 張天賦),JUDE,26828.0,https://open.spotify.com/track/6dtBNUWQQ5H9euoEj34o0S,Warner Music Hong Kong Ltd.,221,F,Can
2020-12-25--2021-01-01,一對替代一個,JC 陳詠桐,26801.0,https://open.spotify.com/track/6fsLKcKyqD2I5gGtNijRcj,Amusic,256,F,Can
2020-12-25--2021-01-01,Driving Home for Christmas - 2019 Remaster,Chris Rea,26442.0,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R,"Magnet Records Ltd, a Warner Music Group Company",241,M,Eng
2020-12-25--2021-01-01,Santa Baby,Kylie Minogue,26246.0,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz,"Firewheel LLP under exclusive licence to Parlophone Records Limited, a Warner Music Group company",201,F,Eng
2020-12-25--2021-01-01,鯨落,陳卓賢 Ian,26061.0,https://open.spotify.com/track/1rTnGbIahUmq6fK8RWAXfd,Music Nation Records Co Ltd.,242,M,Can
2020-12-25--2021-01-01,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,26025.0,https://open.spotify.com/track/3ayrHkyorPEpeOBvZ76SwG,"Koyo Entertainment Co., Ltd.",237,F,Man
2020-12-25--2021-01-01,天梯,C AllStar,25984.0,https://open.spotify.com/track/18zIfBQi4akd3aiTMlvYEY,Media Asia Music Limited,271,G,Can
2020-12-25--2021-01-01,Lemon,Kenshi Yonezu,25914.0,https://open.spotify.com/track/4rvtqOGyTPZJwWtVTNdZbu,"2,8,13), 2019(6,14), 2020(1,3-5,7,9-12,15) Sony Music Labels Inc.",255,M,Other
2020-12-25--2021-01-01,羅生門,"Juno Mak, Kay Tse",25871.0,https://open.spotify.com/track/7xAVLrbnud6OrU6f4FmxDr,Silly Thing Records Company Ltd.,262,G,Can
2020-12-25--2021-01-01,Shape of You,Ed Sheeran,25696.0,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,"Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.",233,M,Eng
2020-12-25--2021-01-01,MAGO,GFRIEND,25607.0,https://open.spotify.com/track/46WaBBaEHzgbN88Ew0nh50,"SOURCE MUSIC,under license to Kakao M Corp.",199,G,Other
2020-12-25--2021-01-01,百年樹木,Hins Cheung,25566.0,https://open.spotify.com/track/5ql4tlxS3GtADNsSRi2GnW,EEG Music,306,M,Can
2020-12-25--2021-01-01,時光機,Terence Siufay,25537.0,https://open.spotify.com/track/53lFtfrl5Of2Hkr5eiNscQ,"Gold Typhoon Hong Kong, a Warner Music Group company",208,M,Can
2020-12-25--2021-01-01,Watermelon Sugar,Harry Styles,25408.0,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,"Erskine Records Limited, under exclusive license to Columbia Records, a Division of Sony Music Entertainment",174,M,Eng
2020-12-25--2021-01-01,劫後餘生,Pakho Chau,25302.0,https://open.spotify.com/track/4EdauvO1Nr1bLeijHoyHWv,The Voice Entertainment Group Limited,232,M,Can
2020-12-25--2021-01-01,The Christmas Song (Merry Christmas To You),Nat King Cole,25272.0,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON,"UMG Recordings, Inc.",192,M,Eng
2020-12-25--2021-01-01,三生一吻,Kay Tse,25194.0,https://open.spotify.com/track/6UkfKn5YAHEPk4IEULS6OK,樂有限公司 imagine.nation entertainment limited,291,F,Can
2020-12-25--2021-01-01,Rain On Me (with Ariana Grande),Lady Gaga,25116.0,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,Interscope Records,182,F,Eng
2020-12-25--2021-01-01,eight(Prod.&Feat. SUGA of BTS),IU,25050.0,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,"EDAM Entertainment,under license to Kakao Entertainment",167,F,Other
2020-12-25--2021-01-01,What Do I Call You,TAEYEON,25012.0,https://open.spotify.com/track/3Wu4lFjkhcXxB6WWaX9gtr,SM Entertainment,167,M,Other
2020-12-25--2021-01-01,If the World Was Ending (feat. Julia Michaels),JP Saxe,24966.0,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,"Arista Records, a division of Sony Music Entertainment",208,M,Eng
2020-12-25--2021-01-01,DÁKITI,"Bad Bunny, Jhay Cortez",24814.0,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,Rimas Entertainment LLC,205,G,Other
2020-12-25--2021-01-01,有心人,Leslie Cheung,24526.0,https://open.spotify.com/track/1eMujWp9h2cSEPIiO6xOhN,"Rock Records Co., Ltd.",268,M,Can
2020-12-25--2021-01-01,如果能幸福 - HBO Asia原創影集《戒指流浪記》片尾曲,Eric Chou,24393.0,https://open.spotify.com/track/0TVrlU8El0K6U1pC2LOt09,M.Star Entertainment,259,M,Can
2020-12-25--2021-01-01,champagne problems,Taylor Swift,24390.0,https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339,Taylor Swift,244,F,Eng
2020-12-25--2021-01-01,說散就散,JC 陳詠桐,24385.0,https://open.spotify.com/track/35fpQiijFocukVyzHCjhCn,Amusic,230,F,Can
2020-12-25--2021-01-01,Before You Go,Lewis Capaldi,24216.0,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,Universal Music GmbH,215,M,Eng
2020-12-25--2021-01-01,ハルカ,YOASOBI,24184.0,https://open.spotify.com/track/6wKmxUeMJAoz2GpMrw95z5,YOASOBI,243,G,Other
2020-12-25--2021-01-01,Wonderful U,AGA,24152.0,https://open.spotify.com/track/2eSNpIOFoi1Q8wxw6CycXJ,Universal Music Ltd.,248,F,Can
2020-12-25--2021-01-01,開燈 . 熄燈 - 熄燈版,Gin Lee,24127.0,https://open.spotify.com/track/0ESNH8JaBCbLb2PH5rZpL1,Universal Music Ltd.,255,F,Can
2020-12-25--2021-01-01,2002,Anne-Marie,24025.0,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,"Major Tom's / Asylum Records, a division of Warner Music UK Limited with the exception of tracks 3 and 13 (P) 2015, track 17 (P) 2016 and tracks 2, 5, 9 (P) 2017 Major Tom's / Asylum Records, a division of Warner Music UK Limited and track 7 (P) 2018 Joytime Collective under exclusive licence to Asylum Records, a division of Warner Music UK Limited and track 18 (P)2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company",186,F,Eng
